Date,Open,High,Low,Close,Adj Close,Volume
18266,16.66,16.66,16.66,16.66,16.66,1260000
18267,16.85,16.85,16.85,16.85,16.85,1890000
18268,16.93,16.93,16.93,16.93,16.93,2550000
18269,16.98,16.98,16.98,16.98,16.98,2010000
18272,17.09,17.09,17.08,17.08,17.08,3850000
18273,17.030001,17.030001,17.030001,17.030001,17.030001,2160000
18274,17.09,17.09,17.09,17.09,17.09,2630000
18275,16.76,16.76,16.76,16.76,16.76,2970000
18276,16.67,16.67,16.67,16.67,16.67,3330000
18279,16.65,16.719999,16.65,16.719999,16.719999,2640000
18280,16.860001,16.860001,16.860001,16.860001,16.860001,1790000
18281,16.85,16.85,16.85,16.85,16.85,1570000
18282,16.870001,16.870001,16.870001,16.870001,16.870001,1170000
18283,16.9,16.9,16.9,16.9,16.9,1440000
18286,16.940001,16.940001,16.92,16.92,16.92,1890000
18287,16.860001,16.860001,16.860001,16.860001,16.860001,1250000
18288,16.74,16.74,16.74,16.74,16.74,1700000
18289,16.73,16.73,16.73,16.73,16.73,1150000
18290,16.82,16.82,16.82,16.82,16.82,1250000
18293,16.9,17.02,16.9,17.02,17.02,2380000
18294,17.049999,17.049999,17.049999,17.049999,17.049999,1690000
18295,17.049999,17.049999,17.049999,17.049999,17.049999,1810000
18296,17.23,17.23,17.23,17.23,17.23,2040000
18297,17.290001,17.290001,17.290001,17.290001,17.290001,2210000
18300,17.35,17.35,17.32,17.32,17.32,2220000
18301,17.23,17.23,17.23,17.23,17.23,1360000
18302,17.209999,17.209999,17.209999,17.209999,17.209999,1470000
18303,17.280001,17.280001,17.280001,17.280001,17.280001,1810000
18304,17.24,17.24,17.24,17.24,17.24,1790000
18308,17.209999,17.209999,17.059999,17.059999,17.059999,3040000
18309,17.059999,17.059999,17.059999,17.059999,17.059999,1730000
18310,16.99,16.99,16.99,16.99,16.99,1920000
18311,17.15,17.15,17.15,17.15,17.15,1940000
18314,17.23,17.23,17.200001,17.200001,17.200001,2470000
18315,17.17,17.17,17.17,17.17,17.17,1260000
18317,17.209999,17.209999,17.209999,17.209999,17.209999,1310000
18318,17.280001,17.280001,17.280001,17.280001,17.280001,1710000
18321,17.26,17.280001,17.26,17.280001,17.280001,2030000
18322,17.219999,17.219999,17.219999,17.219999,17.219999,1310000
18323,17.24,17.24,17.24,17.24,17.24,1410000
18324,17.23,17.23,17.23,17.23,17.23,1340000
18325,17.290001,17.290001,17.290001,17.290001,17.290001,1520000
18328,17.33,17.33,17.32,17.32,17.32,2410000
18329,17.200001,17.200001,17.200001,17.200001,17.200001,1590000
18330,17.190001,17.190001,17.190001,17.190001,17.190001,1360000
18331,17.07,17.07,17.07,17.07,17.07,1330000
18332,17.09,17.09,17.09,17.09,17.09,1260000
18335,17.139999,17.139999,17.120001,17.120001,17.120001,1590000
18336,17.25,17.25,17.25,17.25,17.25,1140000
18337,17.450001,17.450001,17.450001,17.450001,17.450001,1830000
18338,17.49,17.49,17.49,17.49,17.49,2060000
18339,17.450001,17.450001,17.450001,17.450001,17.450001,1600000
18342,17.49,17.49,17.440001,17.440001,17.440001,2040000
18343,17.450001,17.450001,17.450001,17.450001,17.450001,1400000
18344,17.549999,17.549999,17.549999,17.549999,17.549999,2010000
18345,17.559999,17.559999,17.559999,17.559999,17.559999,2020000
18346,17.559999,17.559999,17.559999,17.559999,17.559999,1570000
18349,17.610001,17.610001,17.459999,17.459999,17.459999,2810000
18350,17.530001,17.530001,17.530001,17.530001,17.530001,1780000
18351,17.440001,17.440001,17.440001,17.440001,17.440001,2090000
18352,17.299999,17.299999,17.299999,17.299999,17.299999,2370000
18353,17.290001,17.290001,17.290001,17.290001,17.290001,1880000
18356,17.34,17.530001,17.34,17.530001,17.530001,2250000
18357,17.549999,17.549999,17.549999,17.549999,17.549999,2010000
18358,17.629999,17.629999,17.629999,17.629999,17.629999,1430000
18359,17.780001,17.780001,17.780001,17.780001,17.780001,2000000
18363,17.82,17.85,17.82,17.85,17.85,3160000
18364,17.75,17.75,17.75,17.75,17.75,2010000
18365,17.940001,17.940001,17.940001,17.940001,17.940001,2010000
18366,17.98,17.98,17.98,17.98,17.98,2410000
18367,17.959999,17.959999,17.959999,17.959999,17.959999,2750000
18370,17.860001,17.879999,17.860001,17.879999,17.879999,3950000
18371,18.030001,18.030001,18.030001,18.030001,18.030001,3320000
18372,18.049999,18.049999,18.049999,18.049999,18.049999,2950000
18373,17.93,17.93,17.93,17.93,17.93,2590000
18374,17.959999,17.959999,17.959999,17.959999,17.959999,2710000
18377,17.950001,17.950001,17.83,17.83,17.83,3570000
18378,17.83,17.83,17.83,17.83,17.83,1830000
18379,17.76,17.76,17.76,17.76,17.76,1880000
18380,17.860001,17.860001,17.860001,17.860001,17.860001,2070000
18381,17.959999,17.959999,17.959999,17.959999,17.959999,2190000
18384,18.07,18.219999,18.07,18.219999,18.219999,3550000
18385,18.110001,18.110001,18.110001,18.110001,18.110001,2250000
18386,18.27,18.27,18.27,18.27,18.27,2120000
18387,18.120001,18.120001,18.120001,18.120001,18.120001,2150000
18388,18.219999,18.219999,18.219999,18.219999,18.219999,1800000
18391,18.33,18.33,18.27,18.27,18.27,2590000
18392,18.27,18.27,18.27,18.27,18.27,1720000
18393,18.290001,18.290001,18.290001,18.290001,18.290001,1880000
18394,18.290001,18.290001,18.290001,18.290001,18.290001,1750000
18395,18.18,18.18,18.18,18.18,18.18,1790000
18398,18.200001,18.26,18.200001,18.26,18.26,1790000
18399,18.440001,18.440001,18.440001,18.440001,18.440001,1730000
18400,18.52,18.52,18.52,18.52,18.52,2020000
18401,18.559999,18.559999,18.559999,18.559999,18.559999,5240000
18402,18.68,18.68,18.68,18.68,18.68,2110000
18405,18.709999,18.709999,18.6,18.6,18.6,2520000
18406,18.709999,18.709999,18.709999,18.709999,18.709999,1460000
18407,18.690001,18.690001,18.690001,18.690001,18.690001,1850000
18408,18.690001,18.690001,18.690001,18.690001,18.690001,1480000
18409,18.67,18.67,18.67,18.67,18.67,1330000
18412,18.65,18.719999,18.65,18.719999,18.719999,1580000
18414,18.780001,18.780001,18.780001,18.780001,18.780001,1530000
18415,18.77,18.77,18.77,18.77,18.77,1580000
18416,18.790001,18.790001,18.790001,18.790001,18.790001,1450000
18419,18.6,18.6,18.6,18.6,18.6,1630000
18420,18.879999,18.879999,18.879999,18.879999,18.879999,2250000
18421,18.93,18.93,18.93,18.93,18.93,1750000
18422,19.139999,19.139999,19.139999,19.139999,19.139999,1780000
18423,19.26,19.26,19.26,19.26,19.26,2130000
18426,19.4,19.4,19.4,19.4,19.4,1790000
18427,19.25,19.25,19.25,19.25,19.25,1790000
18428,18.98,18.98,18.98,18.98,18.98,1650000
18429,18.93,18.93,18.93,18.93,18.93,1530000
18430,18.969999,18.969999,18.969999,18.969999,18.969999,1180000
18433,18.92,18.92,18.92,18.92,18.92,1290000
18434,18.83,18.83,18.83,18.83,18.83,1470000
18435,19,19,19,19,19,1750000
18436,19.16,19.16,19.16,19.16,19.16,1830000
18437,19.139999,19.139999,19.139999,19.139999,19.139999,1700000
18440,18.110001,18.110001,18.110001,18.110001,18.110001,3950000
18441,17.91,17.91,17.91,17.91,17.91,4860000
18442,18.110001,18.110001,18.110001,18.110001,18.110001,2600000
18443,17.440001,17.440001,17.440001,17.440001,17.440001,3040000
18444,17.690001,17.690001,17.690001,17.690001,17.690001,2660000
18447,17.639999,17.639999,17.639999,17.639999,17.639999,1550000
18449,17.809999,17.809999,17.809999,17.809999,17.809999,1400000
18450,17.91,17.91,17.91,17.91,17.91,1570000
18451,17.67,17.67,17.67,17.67,17.67,1870000
18454,17.59,17.59,17.59,17.59,17.59,1960000
18455,17.32,17.32,17.32,17.32,17.32,3250000
18456,16.870001,16.870001,16.870001,16.870001,16.870001,3200000
18457,16.690001,16.690001,16.690001,16.690001,16.690001,2660000
18458,16.870001,16.870001,16.870001,16.870001,16.870001,1900000
18461,16.68,16.68,16.68,16.68,16.68,1520000
18462,17.059999,17.059999,17.059999,17.059999,17.059999,1820000
18463,17.360001,17.360001,17.360001,17.360001,17.360001,2430000
18464,17.610001,17.610001,17.610001,17.610001,17.610001,3160000
18465,17.59,17.59,17.59,17.59,17.59,2810000
18468,17.48,17.48,17.48,17.48,17.48,2300000
18469,17.23,17.23,17.23,17.23,17.23,2770000
18470,17.27,17.27,17.27,17.27,17.27,2460000
18471,17.5,17.5,17.5,17.5,17.5,2300000
18472,17.690001,17.690001,17.690001,17.690001,17.690001,2050000
18475,17.84,17.84,17.84,17.84,17.84,1590000
18476,18.02,18.02,18.02,18.02,18.02,1970000
18477,17.950001,17.950001,17.950001,17.950001,17.950001,1980000
18478,17.99,17.99,17.99,17.99,17.99,1660000
18479,18.139999,18.139999,18.139999,18.139999,18.139999,1600000
18482,18.41,18.41,18.41,18.41,18.41,1850000
18483,18.459999,18.459999,18.459999,18.459999,18.459999,2180000
18484,18.610001,18.610001,18.610001,18.610001,18.610001,1760000
18485,18.48,18.48,18.48,18.48,18.48,1870000
18486,18.280001,18.280001,18.280001,18.280001,18.280001,1680000
18489,18.290001,18.290001,18.290001,18.290001,18.290001,1280000
18490,18.32,18.32,18.32,18.32,18.32,1330000
18491,18.34,18.34,18.34,18.34,18.34,1770000
18492,18.540001,18.540001,18.540001,18.540001,18.540001,2170000
18493,18.68,18.68,18.68,18.68,18.68,1780000
18496,18.700001,18.700001,18.700001,18.700001,18.700001,1840000
18497,18.68,18.68,18.68,18.68,18.68,1550000
18498,18.82,18.82,18.82,18.82,18.82,1580000
18499,18.790001,18.790001,18.790001,18.790001,18.790001,1620000
18500,18.540001,18.540001,18.540001,18.540001,18.540001,1610000
18503,18.530001,18.530001,18.530001,18.530001,18.530001,1300000
18504,18.540001,18.540001,18.540001,18.540001,18.540001,1890000
18505,18.43,18.43,18.43,18.43,18.43,1490000
18506,18.42,18.42,18.42,18.42,18.42,1140000
18507,18.549999,18.549999,18.549999,18.549999,18.549999,1290000
18511,18.68,18.68,18.68,18.68,18.68,1250000
18512,18.540001,18.540001,18.540001,18.540001,18.540001,1300000
18513,18.59,18.59,18.59,18.59,18.59,1340000
18514,18.75,18.75,18.75,18.75,18.75,1960000
18517,18.610001,18.610001,18.610001,18.610001,18.610001,1860000
18518,18.870001,18.870001,18.870001,18.870001,18.870001,1680000
18519,19.09,19.09,19.09,19.09,19.09,2600000
18520,19.18,19.18,19.18,19.18,19.18,2350000
18521,19.290001,19.290001,19.290001,19.290001,19.290001,2410000
18524,19.370001,19.370001,19.370001,19.370001,19.370001,2040000
18525,19.309999,19.309999,19.309999,19.309999,19.309999,1590000
18526,19.209999,19.209999,19.209999,19.209999,19.209999,2100000
18527,19.370001,19.370001,19.370001,19.370001,19.370001,1650000
18528,19.440001,19.440001,19.440001,19.440001,19.440001,2510000
18531,19.42,19.42,19.42,19.42,19.42,2020000
18532,19.139999,19.139999,19.139999,19.139999,19.139999,2280000
18533,19.41,19.41,19.41,19.41,19.41,2360000
18534,19.42,19.42,19.42,19.42,19.42,2200000
18535,19.450001,19.450001,19.450001,19.450001,19.450001,1800000
18538,19.690001,19.690001,19.690001,19.690001,19.690001,2200000
18539,19.66,19.66,19.66,19.66,19.66,2480000
18540,20,20,20,20,20,2920000
18541,19.889999,19.889999,19.889999,19.889999,19.889999,2490000
18542,20.120001,20.120001,20.120001,20.120001,20.120001,2360000
18545,20.16,20.16,20,20,20,3300000
18546,19.780001,19.780001,19.780001,19.780001,19.780001,1870000
18547,19.860001,19.860001,19.860001,19.860001,19.860001,2200000
18549,19.85,19.85,19.85,19.85,19.85,2030000
18552,19.709999,19.709999,19.709999,19.709999,19.709999,2450000
18553,19.889999,19.889999,19.889999,19.889999,19.889999,2010000
18554,20.01,20.01,20.01,20.01,20.01,2410000
18555,20.02,20.02,20.02,20.02,20.02,2250000
18556,19.959999,19.959999,19.959999,19.959999,19.959999,1840000
18559,20.01,20.01,19.959999,19.959999,19.959999,2580000
18560,20.08,20.08,20.08,20.08,20.08,1790000
18561,20.049999,20.049999,20.049999,20.049999,20.049999,1930000
18562,19.610001,19.610001,19.610001,19.610001,19.610001,3000000
18563,19.77,19.77,19.77,19.77,19.77,1800000
18566,19.790001,19.790001,19.610001,19.610001,19.610001,2440000
18567,19.530001,19.530001,19.530001,19.530001,19.530001,2010000
18568,19.559999,19.559999,19.559999,19.559999,19.559999,1780000
18569,19.73,19.73,19.73,19.73,19.73,1580000
18570,19.85,19.85,19.85,19.85,19.85,1560000
18573,19.780001,19.780001,19.360001,19.360001,19.360001,3080000
18575,19.559999,19.559999,19.559999,19.559999,19.559999,1850000
18576,19.790001,19.790001,19.790001,19.790001,19.790001,1760000
18577,19.940001,19.940001,19.940001,19.940001,19.940001,1640000
18580,20.01,20.01,20.01,20.01,20.01,1630000
18581,19.860001,19.860001,19.860001,19.860001,19.860001,1780000
18582,19.82,19.82,19.82,19.82,19.82,1620000
18583,19.719999,19.719999,19.719999,19.719999,19.719999,1760000
18584,19.860001,19.860001,19.860001,19.860001,19.860001,2130000
18587,19.950001,19.950001,19.93,19.93,19.93,3300000
18588,19.879999,19.879999,19.879999,19.879999,19.879999,2010000
18589,20.16,20.16,20.16,20.16,20.16,2730000
18591,20.32,20.32,20.32,20.32,20.32,2620000
18594,20.280001,20.280001,20.18,20.18,20.18,2530000
18595,19.559999,19.559999,19.559999,19.559999,19.559999,2970000
18596,19.370001,19.370001,19.370001,19.370001,19.370001,2770000
18597,19.51,19.51,19.51,19.51,19.51,2080000
18598,19.66,19.66,19.66,19.66,19.66,1870000
18601,19.540001,19.540001,19,19,19,3290000
18602,19.309999,19.309999,19.309999,19.309999,19.309999,1940000
18603,19.450001,19.450001,19.450001,19.450001,19.450001,2010000
18604,19.4,19.4,19.4,19.4,19.4,1810000
18605,19.4,19.4,19.4,19.4,19.4,2310000
18608,19.5,19.719999,19.5,19.719999,19.719999,3830000
18609,19.68,19.68,19.68,19.68,19.68,2140000
18610,19.67,19.67,19.67,19.67,19.67,2030000
18611,19.43,19.43,19.43,19.43,19.43,2660000
18612,19.33,19.33,19.33,19.33,19.33,2420000
18615,19.639999,19.85,19.639999,19.85,19.85,6520000
18616,19.959999,19.959999,19.959999,19.959999,19.959999,3650000
18617,19.969999,19.969999,19.969999,19.969999,19.969999,3510000
18618,19.98,19.98,19.98,19.98,19.98,3990000
18619,20.07,20.07,20.07,20.07,20.07,2720000
18623,19.92,19.92,19.92,19.92,19.92,2660000
18624,20.299999,20.299999,20.299999,20.299999,20.299999,2940000
18625,20.379999,20.379999,20.379999,20.379999,20.379999,3560000
18626,20.43,20.43,20.43,20.43,20.43,3440000
18630,20.41,20.77,20.41,20.77,20.77,4560000
18631,20.690001,20.690001,20.690001,20.690001,20.690001,3370000
18632,20.870001,20.870001,20.870001,20.870001,20.870001,3390000
18633,20.870001,20.870001,20.870001,20.870001,20.870001,3390000
18636,20.879999,21,20.879999,21,21,3940000
18637,21.120001,21.120001,21.120001,21.120001,21.120001,3800000
18638,20.85,20.85,20.85,20.85,20.85,3270000
18639,21.190001,21.190001,21.190001,21.190001,21.190001,3490000
18640,21.110001,21.110001,21.110001,21.110001,21.110001,2950000
18643,21.1,21.299999,21.1,21.299999,21.299999,3900000
18644,21.459999,21.459999,21.459999,21.459999,21.459999,3740000
18645,21.549999,21.549999,21.549999,21.549999,21.549999,3880000
18646,21.4,21.4,21.4,21.4,21.4,3490000
18647,21.360001,21.360001,21.360001,21.360001,21.360001,3170000
18650,21.41,21.41,21.18,21.18,21.18,3710000
18651,21.26,21.26,21.26,21.26,21.26,2080000
18652,21.16,21.16,21.16,21.16,21.16,1990000
18653,21.030001,21.030001,21.030001,21.030001,21.030001,2520000
18654,21.26,21.26,21.26,21.26,21.26,2230000
18657,21.530001,21.67,21.530001,21.67,21.67,4020000
18658,21.74,21.74,21.74,21.74,21.74,2480000
18659,21.66,21.66,21.66,21.66,21.66,2340000
18660,21.77,21.77,21.77,21.77,21.77,2380000
18661,21.959999,21.959999,21.959999,21.959999,21.959999,3030000
18664,22.08,22.200001,22.08,22.200001,22.200001,4070000
18665,22.120001,22.120001,22.120001,22.120001,22.120001,2370000
18666,21.99,21.99,21.99,21.99,21.99,2020000
18667,22.09,22.09,22.09,22.09,22.09,2120000
18668,22.17,22.17,22.17,22.17,22.17,2550000
18672,22.209999,22.209999,22.18,22.18,22.18,3460000
18673,22.120001,22.120001,22.120001,22.120001,22.120001,2050000
18674,22,22,22,22,22,1700000
18675,22.129999,22.129999,22.129999,22.129999,22.129999,1860000
18678,22.15,22.15,21.83,21.83,21.83,2730000
18679,21.790001,21.790001,21.790001,21.790001,21.790001,2010000
18680,21.860001,21.860001,21.860001,21.860001,21.860001,1670000
